path,size,last_commit,category
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_circuitutils.cpython-313.pyc,16539,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_commutator.cpython-313.pyc,8330,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_constants.cpython-313.pyc,893,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_dagger.cpython-313.pyc,5746,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_density.cpython-313.pyc,18198,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_fermion.cpython-313.pyc,3701,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_gate.cpython-313.pyc,23104,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_grover.cpython-313.pyc,5870,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_hilbert.cpython-313.pyc,5316,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_identitysearch.cpython-313.pyc,18280,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_innerproduct.cpython-313.pyc,4150,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_kind.cpython-313.pyc,5760,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_matrixutils.cpython-313.pyc,6920,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_operator.cpython-313.pyc,15504,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_operatorordering.cpython-313.pyc,3867,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_operatorset.cpython-313.pyc,5445,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_pauli.cpython-313.pyc,11068,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_piab.cpython-313.pyc,2657,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_printing.cpython-313.pyc,42500,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_qapply.cpython-313.pyc,13123,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_qasm.cpython-313.pyc,6560,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_qexpr.cpython-313.pyc,4276,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_qft.cpython-313.pyc,4352,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_qubit.cpython-313.pyc,17486,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_represent.cpython-313.pyc,9279,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_sho1d.cpython-313.pyc,15393,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_shor.cpython-313.pyc,1554,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_spin.cpython-313.pyc,847725,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_state.cpython-313.pyc,14707,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_tensorproduct.cpython-313.pyc,12208,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_trace.cpython-313.pyc,6755,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/test_transforms.cpython-313.pyc,5228,,other
.venv/Lib/site-packages/sympy/physics/quantum/tests/__pycache__/__init__.cpython-313.pyc,178,,other
.venv/Lib/site-packages/sympy/physics/optics/tests/test_gaussopt.py,4222,,code
.venv/Lib/site-packages/sympy/physics/optics/tests/test_medium.py,2194,,code
.venv/Lib/site-packages/sympy/physics/optics/tests/test_polarization.py,2605,,code
.venv/Lib/site-packages/sympy/physics/optics/tests/test_utils.py,8553,,code
.venv/Lib/site-packages/sympy/physics/optics/tests/test_waves.py,3397,,code
.venv/Lib/site-packages/sympy/physics/optics/tests/__init__.py,0,,code
.venv/Lib/site-packages/sympy/physics/optics/__pycache__/gaussopt.cpython-313.pyc,24192,,other
.venv/Lib/site-packages/sympy/physics/optics/__pycache__/medium.cpython-313.pyc,8376,,other
.venv/Lib/site-packages/sympy/physics/optics/__pycache__/polarization.cpython-313.pyc,22718,,other
.venv/Lib/site-packages/sympy/physics/optics/__pycache__/utils.cpython-313.pyc,23632,,other
.venv/Lib/site-packages/sympy/physics/optics/__pycache__/waves.cpython-313.pyc,12940,,other
.venv/Lib/site-packages/sympy/physics/optics/__pycache__/__init__.cpython-313.pyc,1570,,other
.venv/Lib/site-packages/sympy/physics/optics/tests/__pycache__/test_gaussopt.cpython-313.pyc,8513,,other
.venv/Lib/site-packages/sympy/physics/optics/tests/__pycache__/test_medium.cpython-313.pyc,4873,,other
.venv/Lib/site-packages/sympy/physics/optics/tests/__pycache__/test_polarization.cpython-313.pyc,3731,,other
.venv/Lib/site-packages/sympy/physics/optics/tests/__pycache__/test_utils.cpython-313.pyc,14394,,other
.venv/Lib/site-packages/sympy/physics/optics/tests/__pycache__/test_waves.cpython-313.pyc,8221,,other
.venv/Lib/site-packages/sympy/physics/optics/tests/__pycache__/__init__.cpython-313.pyc,177,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_actuator.py,41081,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_body.py,12067,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_functions.py,10447,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_inertia.py,2726,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_joint.py,57922,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_jointsmethod.py,10226,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_kane.py,21545,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_kane2.py,19256,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_kane3.py,14959,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_kane4.py,4709,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_kane5.py,5693,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_lagrange.py,10119,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_lagrange2.py,1402,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_linearity_of_velocity_constraints.py,1341,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_linearize.py,13273,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_loads.py,2698,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_method.py,154,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_models.py,5078,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_particle.py,2682,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_pathway.py,24944,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_rigidbody.py,6188,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_system.py,8700,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_system_class.py,38219,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/test_wrapping_geometry.py,10502,,code
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__init__.py,0,,code
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/actuator.cpython-313.pyc,47801,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/body.cpython-313.pyc,24160,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/body_base.cpython-313.pyc,4292,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/functions.cpython-313.pyc,27322,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/inertia.cpython-313.pyc,7581,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/joint.cpython-313.pyc,89364,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/jointsmethod.cpython-313.pyc,12935,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/kane.cpython-313.pyc,42414,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/lagrange.cpython-313.pyc,23285,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/linearize.cpython-313.pyc,19098,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/loads.cpython-313.pyc,7829,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/method.cpython-313.pyc,1841,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/models.cpython-313.pyc,9281,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/particle.cpython-313.pyc,6578,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/pathway.cpython-313.pyc,28369,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/rigidbody.cpython-313.pyc,12498,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/system.cpython-313.pyc,66429,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/wrapping_geometry.cpython-313.pyc,23740,,other
.venv/Lib/site-packages/sympy/physics/mechanics/__pycache__/__init__.cpython-313.pyc,2732,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_actuator.cpython-313.pyc,78548,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_body.cpython-313.pyc,22472,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_functions.cpython-313.pyc,21620,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_inertia.cpython-313.pyc,6459,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_joint.cpython-313.pyc,120789,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_jointsmethod.cpython-313.pyc,18462,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_kane.cpython-313.pyc,27830,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_kane2.cpython-313.pyc,24370,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_kane3.cpython-313.pyc,10934,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_kane4.cpython-313.pyc,4970,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_kane5.cpython-313.pyc,9515,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_lagrange.cpython-313.pyc,12429,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_lagrange2.cpython-313.pyc,1991,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_linearity_of_velocity_constraints.cpython-313.pyc,2325,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_linearize.cpython-313.pyc,19540,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_loads.cpython-313.pyc,5837,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_method.cpython-313.pyc,594,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_models.cpython-313.pyc,9392,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_particle.cpython-313.pyc,5812,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_pathway.cpython-313.pyc,52246,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_rigidbody.cpython-313.pyc,12220,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_system.cpython-313.pyc,13263,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_system_class.cpython-313.pyc,66611,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/test_wrapping_geometry.cpython-313.pyc,21081,,other
.venv/Lib/site-packages/sympy/physics/mechanics/tests/__pycache__/__init__.cpython-313.pyc,180,,other
.venv/Lib/site-packages/sympy/physics/hep/tests/test_gamma_matrices.py,14722,,code
.venv/Lib/site-packages/sympy/physics/hep/tests/__init__.py,0,,code
.venv/Lib/site-packages/sympy/physics/hep/__pycache__/gamma_matrices.cpython-313.pyc,19897,,other
.venv/Lib/site-packages/sympy/physics/hep/__pycache__/__init__.cpython-313.pyc,168,,other
.venv/Lib/site-packages/sympy/physics/hep/tests/__pycache__/test_gamma_matrices.cpython-313.pyc,36590,,other
.venv/Lib/site-packages/sympy/physics/hep/tests/__pycache__/__init__.cpython-313.pyc,174,,other
.venv/Lib/site-packages/sympy/physics/control/tests/test_control_plots.py,16899,,code
.venv/Lib/site-packages/sympy/physics/control/tests/test_lti.py,104043,,code
.venv/Lib/site-packages/sympy/physics/control/tests/__init__.py,0,,code
.venv/Lib/site-packages/sympy/physics/control/__pycache__/control_plots.cpython-313.pyc,40000,,other
.venv/Lib/site-packages/sympy/physics/control/__pycache__/lti.cpython-313.pyc,201680,,other
.venv/Lib/site-packages/sympy/physics/control/__pycache__/__init__.cpython-313.pyc,1336,,other
.venv/Lib/site-packages/sympy/physics/control/tests/__pycache__/test_control_plots.cpython-313.pyc,20550,,other
.venv/Lib/site-packages/sympy/physics/control/tests/__pycache__/test_lti.cpython-313.pyc,215690,,other
.venv/Lib/site-packages/sympy/physics/control/tests/__pycache__/__init__.cpython-313.pyc,178,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/test_arch.py,2571,,code
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/test_beam.py,42085,,code
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/test_cable.py,3832,,code
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/test_truss.py,3269,,code
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/__init__.py,0,,code
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/__pycache__/arch.cpython-313.pyc,45203,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/__pycache__/beam.cpython-313.pyc,165321,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/__pycache__/cable.cpython-313.pyc,40416,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/__pycache__/truss.cpython-313.pyc,49732,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/__pycache__/__init__.cpython-313.pyc,374,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/__pycache__/test_arch.cpython-313.pyc,5460,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/__pycache__/test_beam.cpython-313.pyc,76720,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/__pycache__/test_cable.cpython-313.pyc,5768,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/__pycache__/test_truss.cpython-313.pyc,5699,,other
.venv/Lib/site-packages/sympy/physics/continuum_mechanics/tests/__pycache__/__init__.cpython-313.pyc,190,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/test_activation.py,13395,,code
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/test_curve.py,75800,,code
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/test_mixin.py,1322,,code
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/test_musculotendon.py,32906,,code
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/__init__.py,0,,code
.venv/Lib/site-packages/sympy/physics/biomechanics/__pycache__/activation.cpython-313.pyc,28238,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/__pycache__/curve.cpython-313.pyc,61307,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/__pycache__/musculotendon.cpython-313.pyc,61843,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/__pycache__/_mixin.cpython-313.pyc,2210,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/__pycache__/__init__.cpython-313.pyc,1257,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/__pycache__/test_activation.cpython-313.pyc,26615,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/__pycache__/test_curve.cpython-313.pyc,103697,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/__pycache__/test_mixin.cpython-313.pyc,3689,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/__pycache__/test_musculotendon.cpython-313.pyc,48396,,other
.venv/Lib/site-packages/sympy/physics/biomechanics/tests/__pycache__/__init__.cpython-313.pyc,183,,other
.venv/Lib/site-packages/sympy/parsing/autolev/Autolev.g4,4195,,other
.venv/Lib/site-packages/sympy/parsing/autolev/_build_autolev_antlr.py,2578,,code
.venv/Lib/site-packages/sympy/parsing/autolev/_listener_autolev_antlr.py,104760,,code
.venv/Lib/site-packages/sympy/parsing/autolev/_parse_autolev_antlr.py,1736,,code
.venv/Lib/site-packages/sympy/parsing/autolev/__init__.py,3611,,code
.venv/Lib/site-packages/sympy/parsing/c/c_parser.py,38124,,code
.venv/Lib/site-packages/sympy/parsing/c/__init__.py,65,,code
.venv/Lib/site-packages/sympy/parsing/fortran/fortran_parser.py,11483,,code
.venv/Lib/site-packages/sympy/parsing/fortran/__init__.py,73,,code
.venv/Lib/site-packages/sympy/parsing/latex/errors.py,45,,code
.venv/Lib/site-packages/sympy/parsing/latex/LaTeX.g4,5821,,other
.venv/Lib/site-packages/sympy/parsing/latex/LICENSE.txt,1075,,docs
.venv/Lib/site-packages/sympy/parsing/latex/_build_latex_antlr.py,2765,,code
.venv/Lib/site-packages/sympy/parsing/latex/_parse_latex_antlr.py,20712,,code
.venv/Lib/site-packages/sympy/parsing/latex/__init__.py,8968,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_ast_parser.py,803,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_autolev.py,6647,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_custom_latex.py,2060,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_c_parser.py,155354,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_fortran_parser.py,11828,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_implicit_multiplication_application.py,7389,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_latex.py,11765,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_latex_deps.py,426,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_latex_lark.py,36059,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_mathematica.py,13395,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_maxima.py,1987,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_sympy_parser.py,12946,,code
.venv/Lib/site-packages/sympy/parsing/tests/test_sym_expr.py,5668,,code
.venv/Lib/site-packages/sympy/parsing/tests/__init__.py,0,,code
.venv/Lib/site-packages/sympy/parsing/__pycache__/ast_parser.cpython-313.pyc,4445,,other
.venv/Lib/site-packages/sympy/parsing/__pycache__/mathematica.cpython-313.pyc,44503,,other
.venv/Lib/site-packages/sympy/parsing/__pycache__/maxima.cpython-313.pyc,3884,,other
.venv/Lib/site-packages/sympy/parsing/__pycache__/sympy_parser.cpython-313.pyc,47143,,other
.venv/Lib/site-packages/sympy/parsing/__pycache__/sym_expr.cpython-313.pyc,9090,,other
.venv/Lib/site-packages/sympy/parsing/__pycache__/__init__.cpython-313.pyc,314,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_ast_parser.cpython-313.pyc,1611,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_autolev.cpython-313.pyc,9963,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_custom_latex.cpython-313.pyc,3508,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_c_parser.cpython-313.pyc,121781,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_fortran_parser.cpython-313.pyc,14951,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_implicit_multiplication_application.cpython-313.pyc,7452,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_latex.cpython-313.pyc,18154,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_latex_deps.cpython-313.pyc,885,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_latex_lark.cpython-313.pyc,48364,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_mathematica.cpython-313.pyc,18144,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_maxima.cpython-313.pyc,3479,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_sympy_parser.cpython-313.pyc,21305,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/test_sym_expr.cpython-313.pyc,6974,,other
.venv/Lib/site-packages/sympy/parsing/tests/__pycache__/__init__.cpython-313.pyc,170,,other
.venv/Lib/site-packages/sympy/parsing/latex/lark/latex_parser.py,4430,,code
.venv/Lib/site-packages/sympy/parsing/latex/lark/transformer.py,25754,,code
.venv/Lib/site-packages/sympy/parsing/latex/lark/__init__.py,120,,code
.venv/Lib/site-packages/sympy/parsing/latex/_antlr/latexlexer.py,30502,,code
.venv/Lib/site-packages/sympy/parsing/latex/_antlr/latexparser.py,123655,,code
.venv/Lib/site-packages/sympy/parsing/latex/_antlr/__init__.py,384,,code
.venv/Lib/site-packages/sympy/parsing/latex/__pycache__/errors.cpython-313.pyc,420,,other
.venv/Lib/site-packages/sympy/parsing/latex/__pycache__/_build_latex_antlr.cpython-313.pyc,4626,,other
.venv/Lib/site-packages/sympy/parsing/latex/__pycache__/_parse_latex_antlr.cpython-313.pyc,32881,,other
.venv/Lib/site-packages/sympy/parsing/latex/__pycache__/__init__.cpython-313.pyc,8283,,other
.venv/Lib/site-packages/sympy/parsing/latex/_antlr/__pycache__/latexlexer.cpython-313.pyc,44666,,other
.venv/Lib/site-packages/sympy/parsing/latex/_antlr/__pycache__/latexparser.cpython-313.pyc,193674,,other
.venv/Lib/site-packages/sympy/parsing/latex/_antlr/__pycache__/__init__.cpython-313.pyc,177,,other
.venv/Lib/site-packages/sympy/parsing/latex/lark/grammar/greek_symbols.lark,937,,other
.venv/Lib/site-packages/sympy/parsing/latex/lark/grammar/latex.lark,13221,,other
.venv/Lib/site-packages/sympy/parsing/latex/lark/__pycache__/latex_parser.cpython-313.pyc,6066,,other
.venv/Lib/site-packages/sympy/parsing/latex/lark/__pycache__/transformer.cpython-313.pyc,34603,,other
.venv/Lib/site-packages/sympy/parsing/latex/lark/__pycache__/__init__.cpython-313.pyc,314,,other
.venv/Lib/site-packages/sympy/parsing/fortran/__pycache__/fortran_parser.cpython-313.pyc,11912,,other
.venv/Lib/site-packages/sympy/parsing/fortran/__pycache__/__init__.cpython-313.pyc,253,,other
.venv/Lib/site-packages/sympy/parsing/c/__pycache__/c_parser.cpython-313.pyc,39986,,other
.venv/Lib/site-packages/sympy/parsing/c/__pycache__/__init__.cpython-313.pyc,239,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/README.txt,528,,docs
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest1.al,176,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest1.py,555,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest10.al,781,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest10.py,2726,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest11.al,188,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest11.py,475,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest12.al,185,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest12.py,472,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest2.al,237,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest2.py,820,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest3.al,308,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest3.py,1574,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest4.al,302,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest4.py,682,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest5.al,516,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest5.py,1991,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest6.al,703,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest6.py,1473,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest7.al,773,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest7.py,1696,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest8.al,682,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest8.py,2690,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest9.al,755,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/ruletest9.py,1965,,code
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/autolevlexer.py,13609,,code
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/autolevlistener.py,12821,,code
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/autolevparser.py,106291,,code
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/__init__.py,203,,code
.venv/Lib/site-packages/sympy/parsing/autolev/__pycache__/_build_autolev_antlr.cpython-313.pyc,4553,,other
.venv/Lib/site-packages/sympy/parsing/autolev/__pycache__/_listener_autolev_antlr.cpython-313.pyc,147672,,other
.venv/Lib/site-packages/sympy/parsing/autolev/__pycache__/_parse_autolev_antlr.cpython-313.pyc,2244,,other
.venv/Lib/site-packages/sympy/parsing/autolev/__pycache__/__init__.cpython-313.pyc,3574,,other
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/__pycache__/autolevlexer.cpython-313.pyc,21437,,other
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/__pycache__/autolevlistener.cpython-313.pyc,16839,,other
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/__pycache__/autolevparser.cpython-313.pyc,166414,,other
.venv/Lib/site-packages/sympy/parsing/autolev/_antlr/__pycache__/__init__.cpython-313.pyc,179,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/chaos_pendulum.al,690,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/chaos_pendulum.py,2274,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/double_pendulum.al,427,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/double_pendulum.py,1583,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/mass_spring_damper.al,505,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/mass_spring_damper.py,1366,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/non_min_pendulum.al,362,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/pydy-example-repo/non_min_pendulum.py,1503,,code
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/__pycache__/ruletest1.cpython-313.pyc,1246,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/__pycache__/ruletest10.cpython-313.pyc,6918,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/__pycache__/ruletest11.cpython-313.pyc,1273,,other
.venv/Lib/site-packages/sympy/parsing/autolev/test-examples/__pycache__/ruletest12.cpython-313.pyc,1432,,other
